split,repeat,point,true_Strength,mu_Strength,sigma_uc_Strength,resid_Strength,true_Toughness,mu_Toughness,sigma_uc_Toughness,resid_Toughness,sigma_cal_Strength,sigma_cal_Toughness
3,0,2,20.89585714361514,30.64687016668146,15.247944632256552,-9.75101302306632,16.56761127473616,17.58247202678521,6.446657521664346,-1.014860752049053,10.871781292466357,4.705384835333823
3,0,14,25.870520205273934,16.224765845263185,9.007446039020923,9.645754360010748,14.0049283108389,13.203597583589062,3.0188178169299795,0.8013307272498391,6.972530750955071,2.783555852459208
3,0,19,96.78376589038817,95.44455610687615,1.489166892093062,1.3392097835120182,7.355559882552597,4.4476877880837815,0.288352290594324,2.9078720944688152,2.2748846259053677,1.2527118698761612
3,0,24,63.332813736939954,57.450625313220186,13.886281075223067,5.882188423719768,1.82898508052785,4.955145583006944,6.3437347412624705,-3.126160502479094,10.020973094564642,4.647680858656859
3,0,25,24.95659463756515,31.40955830358205,14.195165305228404,-6.452963666016899,19.11475683793465,17.642163352833045,6.847911698772652,1.472593485101605,10.213973218371757,4.930349236674172
3,0,36,34.115780411653425,33.1344849760505,11.571687056057485,0.9812954356029238,17.691033064657375,17.722183458050225,6.418792093978123,-0.031150393392849196,8.574745385709294,4.689761996706446
3,0,38,88.71483507879226,91.41877939528925,4.8287486674885205,-2.7039443164969867,4.810595951836794,5.608618996858024,1.5390827760934753,-0.79802304502123,4.361555402539622,1.953937803363438
3,0,39,93.89981601357904,93.47196126956871,2.5636442649046343,0.4278547440103324,4.59171662750557,5.081110110024339,0.7992239719459462,-0.4893934825187687,2.9462502892705533,1.5391336656198207
3,0,61,78.60220609535597,77.33974164390956,6.858662596287894,1.2624644514464052,17.989211690166634,20.700858963464704,3.3225492639548353,-2.7116472732980696,5.629906459404191,2.9538438321149103
3,0,65,19.528272492831448,21.121801014077896,6.990441795348671,-1.5935285212464478,19.59261980698215,16.13082435358539,1.8007438852862683,3.4617954533967605,5.712246052246121,2.1006389173750684
3,0,71,26.760099448330866,28.699693702626398,18.428205949456803,-1.9395942542955318,17.253243737433966,15.299186948186389,5.922055746484067,1.954056789247577,12.858903872172107,4.4112652198172455
3,0,83,71.7471677976817,70.80721699954422,3.261213407302682,0.939950798137474,11.460708975733725,14.624257658306643,1.5393359359917316,-3.1635486825729178,3.3821123947737073,1.9540797382471196
3,0,84,73.50397660327812,72.01170962329914,2.3200501555184414,1.4922669799789787,16.233276031999672,16.547440547276214,1.7916089832384465,-0.3141645152765413,2.794045389494974,2.0955174061541735
3,0,86,65.591960546395,72.60325852905041,4.528972030975527,-7.011297982655407,19.04500294060005,17.099537492345714,2.8887739130382215,1.9454654482543354,4.174245976090468,2.710646333615558
3,0,93,68.1554204717836,67.35724162390821,3.365127137212575,0.7981788478753913,9.81690258819314,11.848087988466032,1.4851633834769913,-2.031185400272893,3.447040807394585,1.9237077283321482
3,0,101,15.04936161152886,15.710174728259242,5.666316033297967,-0.660813116730381,16.756088065827463,17.28277255100497,2.38102576567354,-0.5266844851775083,4.8848925936135394,2.425975756908427
3,0,110,70.53891120146032,74.73467127259912,9.10194264891988,-4.195760071138793,15.518504087807024,16.811174891366825,3.955547547667244,-1.2926708035598011,7.031575064773023,3.308736286994934
3,0,114,16.65076077812998,16.271518274323665,7.66673792763279,0.37924250380631364,14.91835246331919,18.02030186461969,3.366671793297455,-3.1019494013005,6.134816143502812,2.9785812653068025
3,0,115,16.65625431634737,23.78305830208621,15.718863138059287,-7.126803985738842,15.639161704669801,15.540722956167196,8.370947617981388,0.09843874850260548,11.166025287769774,5.784244057791909
4,0,13,20.16537021859946,28.316019982013962,11.333046883380144,-8.150649763414503,21.981828240884,16.204665717475972,4.433437833461316,5.777162523408027,8.425635854053105,3.5766669608256847
4,0,16,61.38960058864802,55.42866588001432,24.1412558859417,5.960934708633701,22.726212344024198,16.608599982357642,6.904684900825713,6.117612361666556,16.42858868592504,4.962179308834628
4,0,27,41.95254310380097,49.72565095549341,18.327292964765782,-7.773107851692437,21.849868675161133,17.707961563503442,5.588434353984245,4.141907111657691,12.795850415092811,4.22421934934448
4,0,32,37.440819767292076,56.02248760788747,16.74247325072321,-18.581667840595394,25.156835357817474,23.00713578589828,3.1306306704206044,2.149699571919193,11.805607562562306,2.8462440762403283
4,0,46,35.62523389249657,37.13939545639248,7.562287005256328,-1.514161563895911,17.987320114985366,14.720524840141081,3.7901558923330154,3.2667952748442843,6.069552076929792,3.2160089414577655
4,0,47,27.735522821141263,33.61682478995507,19.763779524631882,-5.881301968813805,22.732576075377967,20.448923510733373,5.638220076173964,2.283652564644594,13.693410267522392,4.252131869205137
4,0,49,89.50992642268943,91.69461411320749,4.951399048978088,-2.1846876905180608,6.58320936583297,4.61734264698714,1.4583114544667892,1.96586671884583,4.438191036583055,1.9086531108870488
4,0,55,20.299274061488774,19.31939448455433,3.157372826140824,0.9798795769344437,18.06789415848285,16.748185620929398,2.039741787565446,1.3197085375534527,3.3172296876827847,2.2346338340019973
4,0,58,15.99250790650005,19.106470933965426,8.186444154447763,-3.113963027465376,14.311787412395875,15.472723139540824,5.515690711638143,-1.160935727144949,6.459544169005719,4.183435400203709
4,0,59,26.10144790045783,30.783843761238455,18.87250835832749,-4.682395860780623,17.146073295989,19.45947339041941,4.200561138832013,-2.31340009443041,13.136517332459025,3.446103918290031
4,0,72,71.7661995486084,72.58109516973101,3.323610813684496,-0.8148956211226164,14.581765487729701,14.286360859815867,2.509669805573986,0.29540462791383426,3.4211001642584913,2.498100437655105
4,0,79,29.124210888826802,30.133070754229,6.595378544111015,-1.0088598654021972,19.710073901690876,17.172828564705693,4.821219756714409,2.5372453369851833,5.465398693288391,3.7940781011754945
4,0,80,46.453384160498565,51.18847488148875,7.2191671294129725,-4.735090720990186,4.944878573759263,3.250751210154339,2.313809061400876,1.6941273636049243,5.855160495600744,2.3882905027741383
4,0,82,69.86792006915198,69.4833084474495,2.145070114794906,0.38461162170247576,12.97838453858875,12.132731471368054,1.6467852736702404,0.845653067220697,2.684712616103361,2.0143215433280375
4,0,85,74.59685990483652,71.8318439029409,3.3195579962215342,2.765016001895617,20.950188488929776,17.79066024654615,1.9002225510183044,3.159528242383626,3.4185678424494244,2.156411940459395
4,0,87,75.22236512124877,63.29763672065053,11.942805782062907,11.92472840059824,11.421824151342928,13.373070486584647,3.5759757251871904,-1.9512463352417182,8.806631487712455,3.095928165157383
4,0,104,21.4725090184733,24.17853712272305,5.099701480804805,-2.70602810424975,20.378480371159398,16.608669563843282,5.266387536244115,3.769810807316116,4.530854840439142,4.043662800180089
4,0,113,35.91462169927672,37.11517948867841,10.93678905243666,-1.2005577894016852,17.810556668787925,14.856793292315638,3.3475534819830988,2.9537633764722866,8.178042085895017,2.9678625246560064
5,1,2,20.89585714361514,37.752264408073415,17.93046216707381,-16.856407264458277,16.56761127473616,15.700637454099175,7.382165249608903,0.8669738206369839,12.54789864013912,5.2298801502063
5,1,7,100.54575565420733,97.15781890707574,7.857066121994163,3.38793674713159,4.83407354664049,6.970258233040728,3.657600582650129,-2.136184686400238,6.253738903253595,3.1416913951528302
5,1,8,98.04053105918149,97.08575901118364,3.5520606625971305,0.9547720479978494,4.160788629019243,6.718644822121798,2.2432246012854624,-2.5578561931025545,3.563842476234384,2.3487171058609153
5,1,9,94.62319761567007,96.43034973477936,3.1982298182683286,-1.8071521191092899,4.847187637262277,6.399435209572697,2.124486020944029,-1.5522475723104208,3.3427583608004072,2.282145951798378
5,1,13,20.16537021859946,35.94922771768922,15.788953830973327,-15.783857499089759,21.981828240884,15.809006182266945,6.259260861153582,6.172822058617054,11.209820053238708,4.600320315261287
5,1,16,61.38960058864802,54.75011243355796,22.82155266298625,6.6394881550900635,22.726212344024198,16.317562645228286,7.391419733314342,6.408649698795912,15.603998562257505,5.235068705255152
5,1,20,93.87229119248633,94.99492575544134,1.7456073011299853,-1.1226345629550138,4.1169070132174665,5.424406907115855,1.0590980351017087,-1.3074998938983882,2.4351162786913267,1.6848328667173338
5,1,22,22.28778242646885,24.6694044688628,14.721773155170577,-2.38162204239395,20.714414689313326,17.657437083444698,3.5688063947052355,3.056977605868628,10.543013584838127,3.091908657743137
5,1,23,23.16444205795815,40.18867959008837,14.419579063649504,-17.02423753213022,17.8525156358467,10.622737296803518,7.938019432179178,7.2297783390431825,10.35419366005162,5.541521525046614
5,1,36,34.115780411653425,36.564369836583786,15.353629130199302,-2.4485894249303612,17.691033064657375,15.225293355211855,6.989355914567229,2.4657397094455202,10.937816134022015,5.009650375813949
5,1,47,27.735522821141263,39.46884442957701,21.072227065556532,-11.733321608435748,22.732576075377967,18.541881416699006,5.394051028861302,4.190694658678961,14.51096750373743,4.115237734045243
5,1,66,14.9274385746899,14.211806278129767,5.300361785115938,0.7156322965601323,13.584928849166,17.414729963179294,2.076090402791998,-3.8298011140132946,4.656233412127806,2.255012798086363
5,1,79,29.124210888826802,33.21655874353637,7.749455993351819,-4.0923478547095655,19.710073901690876,18.113747294211883,7.8449492975866155,1.5963266074789928,6.186500869927926,5.489341464860898
5,1,81,14.488534728757534,25.716382458231482,11.288745851048972,-11.227847729473948,14.601191023961066,12.204556802398207,6.565266699977918,2.3966342215628593,8.397955241402368,4.771883439747308
5,1,86,65.591960546395,68.60272276085968,5.54316652418156,-3.010762214464677,19.04500294060005,18.174383242654073,3.057772039269886,0.8706196979459762,4.807945089670586,2.805395658268907
5,1,87,75.22236512124877,63.49015196308661,12.738164998004184,11.73221315816216,11.421824151342928,12.151867967105312,3.878888404292127,-0.7300438157623841,9.303595761819762,3.265757100034365
5,1,92,17.822310010837665,30.550865133599274,14.37852918077217,-12.728555122761609,18.745286497855265,10.787101002124723,8.3506777032195,7.958185495730541,10.328544463012792,5.772879667089512
5,1,94,68.81050163065262,67.11827490780027,1.1077101828430755,1.6922267228523538,12.446708860384476,11.21155675432268,0.7491589377137367,1.2351521060617952,2.0365390421537133,1.5110645485945464
5,1,100,26.590473482268628,31.599669851921664,7.770453754996724,-5.009196369653036,17.3409152302523,16.374390341612028,3.920059232524051,0.9665248886402722,6.199620900682067,3.288839652825787
6,1,6,102.31586665053233,100.30067896074124,8.604482431354558,2.015187689791091,5.1165813362992765,5.127161425848247,2.8018573572208014,-0.010580089548970939,6.720747012536226,2.6619162964930956
6,1,32,37.440819767292076,43.61147663030568,14.356691359139223,-6.170656863013605,25.156835357817474,23.04277646034757,4.964084654702164,2.114058897469903,10.314899537602507,3.8741757502018133
6,1,33,20.551007181485623,23.9884253644033,8.170732454569473,-3.4374181829176784,17.6341476127744,21.26303233590979,4.40565630575715,-3.6288847231353927,6.44972702806046,3.561091160983977
6,1,35,63.5781120854075,44.85255656324364,15.145493743424149,18.72555552216386,1.977766810996525,10.158947350640137,7.947297556226119,-8.181180539643613,10.807766906790334,5.546723334126394
6,1,38,88.71483507879226,87.36285450177766,8.56974459843178,1.3519805770146007,4.810595951836794,6.932507489589264,2.3347748497720686,-2.121911537752471,6.699041773473773,2.4000450371781024
6,1,41,86.1572725747117,67.34540658707606,11.763406147227748,18.81186598763564,24.46021001385732,23.18679273758405,4.618826084075968,1.2734172762732712,8.694537219469824,3.680605459648596
6,1,49,89.50992642268943,86.95228346546456,12.948922284427033,2.5576429572248713,6.58320936583297,6.198581298170902,4.068340672077869,0.38462806766206814,9.435283230526593,3.371974102713659
6,1,55,20.299274061488774,20.490121473928273,3.8885077200159377,-0.1908474124394992,18.06789415848285,16.232631794890985,1.819691078240807,1.8352623635918661,3.7740646806351967,2.111261719985662
6,1,57,43.50616172761773,38.571017249706514,7.855104661029503,4.935144477911216,11.167872475426345,14.044659687517816,3.724294223878851,-2.8767872120914717,6.25251332366018,3.1790833923660524
