kappa,L0Bar,L0Y,mu_Strength,sigma_uc_Strength,sigma_cal_Strength,mu_Toughness,sigma_uc_Toughness,sigma_cal_Toughness,p_Bar_dominant,p_Balanced,p_Y_dominant,p_Expanded,type,type_name,feasible,lcb_Strength,lcb_Toughness
0.0,1.04,1.9800000000000009,80.34375090853567,19.33854562729855,13.427711384705042,14.677413254292883,4.439014988850844,3.5797938103264904,0.08100170086771417,0.005541946995206324,0.8368819208873259,0.07657443124975362,3,Y-dominant,True,80.34375090853567,14.677413254292883
0.0,1.4800000000000004,1.0,80.12438574781332,6.111179291177625,5.162856489169254,23.87988206779835,2.6404337541896106,2.571413651810815,0.6263512957907901,0.026052651065528974,0.2055300344244526,0.1420660187192283,1,Bar-dominant,True,80.12438574781332,23.87988206779835
0.0,1.4600000000000004,1.0,80.07860540785336,6.5343185112070765,5.427246554832106,24.133814656008756,2.4895826890201005,2.4868385333360905,0.6344890562314524,0.02609096471023772,0.20623811565399902,0.1331818634043109,1,Bar-dominant,True,80.07860540785336,24.133814656008756
1.0,1.06,2.140000000000001,102.40601276943876,4.941193566118379,4.431814345045902,4.881380867972398,1.2451396715877854,1.7891376883595327,0.08576418770879055,0.008603485251905007,0.7669632318443247,0.13866909519497977,3,Y-dominant,True,97.97419842439285,3.0922431796128653
1.0,1.04,2.140000000000001,102.53792781850436,5.29489385357958,4.652816884636366,4.8859678110909925,1.1337069501129813,1.7266625867743874,0.08514857754033278,0.009111241205296048,0.7546807440282993,0.15105943722607185,3,Y-dominant,True,97.88511093386799,3.159305224316605
1.0,1.02,2.140000000000001,102.53217649133303,5.406484340788952,4.72254196528141,4.910509219065327,1.0470642637931444,1.6780860954368266,0.08448588047433132,0.009662054240966198,0.7415830466682473,0.1642690186164552,3,Y-dominant,True,97.80963452605162,3.2324231236285
1.0,1.08,2.140000000000001,102.04336838235739,4.234553706529782,3.9902845836032874,4.915190132650066,1.370137887992223,1.8592183268333486,0.08630650490230073,0.008135335590067941,0.7781443985871546,0.1274137609204768,3,Y-dominant,True,98.0530837987541,3.0559718058167173
1.0,1.0,2.140000000000001,102.44930336970197,5.389117064144005,4.711690370356642,4.945209800627102,0.9988818668510412,1.6510724848587675,0.08380522074913097,0.010260413415763019,0.7279649069559038,0.17796945887920224,3,Y-dominant,True,97.73761299934532,3.2941373157683342
1.0,1.1400000000000001,2.160000000000001,99.49631972147935,1.696890843123838,2.4046767757537113,4.97267278623668,1.036184411365077,1.6719862723626089,0.0880728220212989,0.007569007213250635,0.7930282285119842,0.11132994225346632,3,Y-dominant,True,97.09164294572564,3.3006865138740715
1.0,1.08,2.220000000000001,98.98632402000257,2.537957304702717,2.930200306728185,5.035992361563698,1.0428217905685604,1.6757075396394787,0.08954279300268694,0.011194762680639951,0.7420656237110206,0.15719682060565252,3,Y-dominant,True,96.05612371327439,3.3602848219242194
1.0,1.06,2.220000000000001,98.97390646807017,2.361966130540816,2.8202357468617922,5.066162666691374,1.1196023539377684,1.718754801097062,0.08895945587335825,0.0117276582650379,0.7314654782818625,0.16784740757974134,3,Y-dominant,True,96.15367072120837,3.3474078655943122
1.0,1.2800000000000002,2.3800000000000012,93.22070705247424,1.0251560298439832,1.9849567333082887,5.074026946695468,0.3829443133896902,1.3057451814122263,0.10508489670798929,0.01615568593479951,0.7708640280114473,0.10789538934576391,3,Y-dominant,True,91.23575031916594,3.768281765283241
1.0,1.04,2.220000000000001,98.9615396479166,2.2199425459397273,2.7314951549220003,5.076308457668901,1.1857910126371591,1.7558636782859218,0.08835058254481393,0.012304818301634091,0.7203236452399446,0.17902095391360737,3,Y-dominant,True,96.2300444929946,3.320444779382979
1.0,1.1,2.240000000000001,98.12581003448413,1.9945910148586854,2.590688764780255,5.091699900577771,1.0353390571553762,1.6715123218979024,0.09121005202157047,0.011645110803243807,0.7452996020324519,0.1518452351427338,3,Y-dominant,True,95.53512126970388,3.4201875786798683
1.0,1.2600000000000002,2.3800000000000012,93.41284089556748,1.1913881317534012,2.0888235323633277,5.098716206211684,0.47058390872001077,1.354880592884527,0.10428724041469899,0.016435724985711657,0.7629622060866013,0.11631482851298812,3,Y-dominant,True,91.32401736320416,3.743835613327157
1.0,1.0,2.120000000000001,102.80253183509835,5.246260802401177,4.62242949678433,5.109146937693673,1.736984826528689,2.0648922029438523,0.08323088254564602,0.0096067511766902,0.737691088855238,0.1694712774224257,3,Y-dominant,True,98.18010233831401,3.0442547347498206
1.0,1.08,2.240000000000001,98.15459324412993,1.846617318696777,2.4982303648193653,5.120612532569934,1.1069635134346636,1.711668795892312,0.09064487626490883,0.01215437586068731,0.7353889214443071,0.16181182643009676,3,Y-dominant,True,95.65636287931056,3.4089437366776223
1.0,1.06,2.240000000000001,98.18266827955696,1.7090561044540085,2.4122779956114817,5.126482803696332,1.1614821606276597,1.7422348448641776,0.09006099513570591,0.012708040876284441,0.7249946282864741,0.17223633570153554,3,Y-dominant,True,95.77039028394549,3.3842479588321543
1.0,1.1,2.260000000000001,97.36250900829833,1.530370494875906,2.3006298717479625,5.150544970085237,1.0651218425126494,1.688210133061968,0.09242162797489444,0.012668504459538918,0.7392484040372432,0.15566146352832344,3,Y-dominant,True,95.06187913655037,3.4623348370232687
1.0,1.08,2.260000000000001,97.42752281821068,1.367372275518132,2.1987836994268757,5.153243562661205,1.1029888840561126,1.7094404075795988,0.09185952197851023,0.013200597581331332,0.7295398610219435,0.16540001941821497,3,Y-dominant,True,95.2287391187838,3.4438031550816066
