kappa,confidence_per_property,n_designs,max_mu_Strength,max_mu_Toughness,median_sigma_cal_Strength,median_sigma_cal_Toughness
0.0,0.5,31,102.80253183509835,24.133814656008756,9.933424996345268,3.3776767911070897
1.0,0.8413447460685429,47,102.80253183509835,24.133814656008756,4.711690370356642,2.0648922029438523
1.645,0.9500150944608786,42,101.65183155700439,24.133814656008756,2.6112663579705293,1.6717492971302557
